iter	Logloss
183	0.3053862826
184	0.3052944069
185	0.3051690803
186	0.3049377764
187	0.3046977802
188	0.3043443253
189	0.3038852698
190	0.3036244979
191	0.3033434886
192	0.3030741858
193	0.3027477769
194	0.3025376523
195	0.3022835545
196	0.3020183153
197	0.3017399702
198	0.3015268854
199	0.3013268526
200	0.3008328931
201	0.3006088553
202	0.3004212556
203	0.3002181011
204	0.2998385152
205	0.2996673853
206	0.2994745917
207	0.2992932086
208	0.2992029207
209	0.29899285
210	0.2987929248
211	0.298486242
212	0.298194199
213	0.2979876268
214	0.297712215
215	0.2975024942
216	0.2973817425
217	0.2972992858
218	0.2972106934
219	0.2970586437
220	0.2967532257
221	0.2963323576
222	0.2960570266
223	0.295901317
224	0.2956284081
225	0.2953458917
226	0.2952151828
227	0.2949852784
228	0.2946875032
229	0.2944917763
230	0.2943046072
231	0.2941109794
232	0.2938841428
233	0.293709353
234	0.2935332445
235	0.2932459379
236	0.2929438838
237	0.2926858569
238	0.2924708075
239	0.2923714774
240	0.2921089293
241	0.2919948248
242	0.2917602647
243	0.2915001386
244	0.2913186748
245	0.2910113999
246	0.2908828439
247	0.2907772972
248	0.2903584475
249	0.2900166991
250	0.2897045263
251	0.2894885082
252	0.2893368891
253	0.2891788651
254	0.2888459436
255	0.2886924407
256	0.2883776306
257	0.2880041805
258	0.2877115993
259	0.2874358108
260	0.2870247116
261	0.2866977914
262	0.2865114027
263	0.2863926425
264	0.2861332969
265	0.2858828052
266	0.2856793008
267	0.2855076327
268	0.2852920451
269	0.285186956
270	0.2848568333
271	0.2846751272
272	0.2844034293
273	0.2841217741
274	0.2838870525
275	0.2836110487
276	0.2833820592
277	0.2831898846
278	0.2830471463
279	0.2827302909
280	0.2825591072
281	0.2822780979
282	0.2820957729
283	0.2818098119
284	0.281518038
285	0.2813136456
286	0.2811359493
287	0.2808785952
288	0.2807784577
289	0.2805183855
290	0.2801441818
291	0.2799717064
292	0.2797552576
293	0.2795086142
294	0.2792651733
295	0.2791146038
296	0.278884807
297	0.2787369555
298	0.2784905543
299	0.2782854353
300	0.2780891432
301	0.2778980719
302	0.2776606053
303	0.2773533305
304	0.2771178553
305	0.2768565452
306	0.2766545748
307	0.2763344901
308	0.2760697891
309	0.2759709972
310	0.2758168485
311	0.275601826
312	0.2753861039
313	0.2752220517
314	0.2750574075
315	0.2748536879
316	0.2746994853
317	0.2744765509
318	0.2741466973
319	0.2739144515
320	0.2737321534
321	0.2734343244
322	0.2732392165
323	0.2730427629
324	0.2728511265
325	0.2726899539
326	0.2724567931
327	0.2722374918
328	0.2720853883
329	0.2718860014
330	0.2717184238
331	0.2714128982
332	0.2711269372
333	0.2709335516
334	0.2706797228
335	0.2704519174
336	0.2701729265
337	0.2699037582
338	0.2696731271
339	0.2695198126
340	0.2693594473
341	0.2691625094
342	0.2689796999
343	0.2687440633
344	0.2685791231
345	0.2683511293
346	0.2681789768
347	0.2679267897
348	0.2676900766
349	0.2674595801
350	0.2672879658
351	0.267181235
352	0.2669650823
353	0.2668289104
354	0.2666160409
355	0.266473168
356	0.2662305613
357	0.266034942
358	0.2658143489
359	0.2656011295
360	0.2654377502
361	0.2652789188
362	0.2650777827
363	0.2648244114
364	0.2645753191
365	0.2643354574
366	0.2641420987
367	0.2639927132
368	0.2637517751
369	0.2636201781
370	0.2634064205
371	0.2631399434
372	0.2630418243
373	0.2629025575
374	0.2627633177
375	0.2626403055
376	0.2624393578
377	0.2623081106
378	0.2620810319
379	0.2619286054
380	0.2616764452
381	0.2615526526
382	0.2613567911
383	0.2611159875
384	0.2609607623
385	0.2609152281
386	0.2606933432
387	0.2604572491
388	0.2602511344
389	0.2600882394
390	0.2599148759
391	0.2596974314
392	0.2595866101
393	0.2594543672
394	0.2592566219
395	0.2590392851
396	0.2588858899
397	0.2587475651
398	0.258595946
399	0.2583968551
400	0.2581942658
401	0.2580893919
402	0.2578308805
403	0.2576547451
404	0.2574708861
405	0.2572946431
406	0.2571788162
407	0.2570274663
408	0.2567885195
409	0.256585392
410	0.2563364073
411	0.2560657858
412	0.2558460269
413	0.2557074868
414	0.2554367308
415	0.2552276558
416	0.2549706515
417	0.2547371947
418	0.2545570226
419	0.2543773079
420	0.2542270613
421	0.2541175318
422	0.2539534258
423	0.2537603631
424	0.2535552709
425	0.2534232165
426	0.2532939608
427	0.2530724527
428	0.2529023993
429	0.2527702641
430	0.2526141239
431	0.2523999088
432	0.2522253612
433	0.2520892431
434	0.2518706683
435	0.2515997239
436	0.2514033242
437	0.2512087275
438	0.251001644
439	0.2508244859
440	0.2506451211
441	0.2504509551
442	0.2503337288
443	0.250233376
444	0.2500947283
445	0.2499370003
446	0.2497383938
447	0.2495199806
448	0.2493585388
449	0.2491670101
450	0.2489721443
451	0.2488463064
452	0.2487375034
453	0.2485667503
454	0.2484369295
455	0.2482633507
456	0.2480074766
457	0.2479449883
458	0.2477288625
459	0.2476348339
460	0.2474594789
461	0.2474222065
462	0.247279253
463	0.2471147971
464	0.246970175
465	0.2467690658
466	0.2465924191
467	0.2463512656
468	0.2461835266
469	0.2459967612
470	0.2458240435
471	0.245706898
472	0.2455618184
473	0.2454776394
474	0.2453199114
475	0.2452491612
476	0.2450394672
477	0.2448630358
478	0.2446434923
479	0.2444405261
480	0.2442875884
481	0.2441892271
482	0.2440675873
483	0.2438407777
484	0.2436157442
485	0.2433900379
486	0.2431605909
487	0.2428594788
488	0.2427048994
489	0.2425502663
490	0.242348861
491	0.2421645984
492	0.2419880862
493	0.2419044185
494	0.2417599848
495	0.2416148783
496	0.2414296737
497	0.2411834878
498	0.2410290969
499	0.2409325386
