iter	Logloss
227	0.2586709979
228	0.2585735176
229	0.2584270888
230	0.2582907322
231	0.258155487
232	0.258030314
233	0.2577485011
234	0.2576635937
235	0.2575713231
236	0.2574619878
237	0.2573348698
238	0.2572065478
239	0.2571017507
240	0.2569651394
241	0.2568546
242	0.256788795
243	0.2566465572
244	0.2565336329
245	0.256365161
246	0.2562654348
247	0.2561747851
248	0.2560406513
249	0.255924138
250	0.2557666414
251	0.255683679
252	0.2556066209
253	0.2555127527
254	0.2554104332
255	0.2553024639
256	0.2552119068
257	0.2551291991
258	0.254989022
259	0.2549073099
260	0.2547990165
261	0.2546912788
262	0.2545724038
263	0.2544141662
264	0.2542716505
265	0.2541431433
266	0.2540203089
267	0.2538744821
268	0.253626822
269	0.2534844684
270	0.2533072904
271	0.2531448851
272	0.253057037
273	0.2529335543
274	0.2527991195
275	0.2525988797
276	0.2524601614
277	0.2522954174
278	0.2522318121
279	0.2521152988
280	0.2519794748
281	0.2517800686
282	0.2516437351
283	0.2515660519
284	0.2514515068
285	0.2513315204
286	0.251226677
287	0.2510930063
288	0.2510041163
289	0.2509295126
290	0.250817144
291	0.2506760408
292	0.2505268797
293	0.2503904768
294	0.2501769001
295	0.2500595996
296	0.249988608
297	0.2498338436
298	0.2497371043
299	0.2495654834
300	0.2494279228
301	0.2492858701
302	0.2491729227
303	0.2490764149
304	0.249004173
305	0.2488677469
306	0.2487652653
307	0.2486616259
308	0.2485193649
309	0.2483924553
310	0.2482634618
311	0.2481501902
312	0.2480490515
313	0.2479043825
314	0.2477587177
315	0.2476411626
316	0.2475004529
317	0.2473646057
318	0.2472360058
319	0.2470604024
320	0.2468842896
321	0.2467270476
322	0.2466363516
323	0.2464808231
324	0.2463442813
325	0.2462414523
326	0.2461018078
327	0.2459733005
328	0.2457624328
329	0.2456025281
330	0.2454894186
331	0.245379296
332	0.2452351826
333	0.2451241338
334	0.2450180633
335	0.2448917094
336	0.2447524353
337	0.2446322405
338	0.2444752764
339	0.2443321355
340	0.2441841554
341	0.2440405977
342	0.2438693242
343	0.243744128
344	0.2436187698
345	0.2435089945
346	0.2434167471
347	0.2432719391
348	0.2431483175
349	0.2430706574
350	0.242906006
351	0.2428054462
352	0.2426369281
353	0.2425583881
354	0.2424401152
355	0.2422751165
356	0.2421396166
357	0.2420219919
358	0.2419303003
359	0.241808392
360	0.241702252
361	0.2415807142
362	0.2414388005
363	0.2413037406
364	0.2411533292
365	0.2410269985
366	0.2408988154
367	0.2407757263
368	0.2406407589
369	0.2405566619
370	0.2404343601
371	0.2403332677
372	0.2402182132
373	0.2401093641
374	0.2400179734
375	0.2399084528
376	0.2397505626
377	0.239547961
378	0.2394640724
379	0.23938456
380	0.2392786978
381	0.2391773044
382	0.2390616248
383	0.2389587958
384	0.238883127
385	0.2387599453
386	0.2386607979
387	0.2385208524
388	0.2384023247
389	0.2382668016
390	0.2381585314
391	0.2380496591
392	0.23794426
393	0.2378415468
394	0.2377699764
395	0.2376723109
396	0.2375414419
397	0.2374487545
398	0.2373498155
399	0.2372125327
400	0.2371085692
401	0.2369877493
402	0.2368468775
403	0.2366952158
404	0.2365863898
405	0.2364827736
406	0.2363740866
407	0.2362467139
408	0.2361645156
409	0.2360586071
410	0.2359802292
411	0.2358868936
412	0.2357933033
413	0.2356533114
414	0.2355428415
415	0.2354262588
416	0.2353738371
417	0.2352888834
418	0.235212682
419	0.2351131179
420	0.2350018375
421	0.2348719179
422	0.2347529734
423	0.2346311809
424	0.234526708
425	0.2344129733
426	0.2343113947
427	0.2341710787
428	0.2340644061
429	0.2339745205
430	0.2338856768
431	0.2337699508
432	0.2336813387
433	0.2335801074
434	0.2334821409
435	0.2333856562
436	0.2332875045
437	0.2332140354
438	0.2331392465
439	0.2330259749
440	0.2329247667
441	0.2328112867
442	0.2326880587
443	0.2325712213
444	0.2324498456
445	0.2323348142
446	0.2322116788
447	0.2321437899
448	0.2320304257
449	0.2319307689
450	0.231849983
451	0.2317425
452	0.2316542815
453	0.2315931074
454	0.2315297568
455	0.2314369769
456	0.2313813136
457	0.2312866813
458	0.2312185377
459	0.2311288837
460	0.2310362427
461	0.2309282271
462	0.2309233184
463	0.2308382952
464	0.230754314
465	0.2306567179
466	0.2306319889
467	0.2305763256
468	0.2304961649
469	0.2303957208
470	0.2302772626
471	0.2301490795
472	0.2300480103
473	0.2299574532
474	0.2298968811
475	0.2298301732
476	0.2297522815
477	0.2296325498
478	0.2295546351
479	0.2294365705
480	0.2294306893
481	0.2293709507
482	0.2292846309
483	0.2291640425
484	0.2290820294
485	0.2289784363
486	0.2289264083
487	0.2288446267
488	0.2287484431
489	0.2286187318
490	0.2285333382
491	0.2284442166
492	0.2283406699
493	0.2283176081
494	0.2282605786
495	0.2281521
496	0.2280946769
497	0.2280724718
498	0.2279604968
499	0.2279562364
